num,address,city,type,size,sf_avail,rent
1312,275 Middlefield Rd,Menlo Park,Office,"128,000 SF","17,457 - 65,435",Withheld
1313,440 E Middlefield Rd,Mountain View,Office,"17,740 SF","8,870 - 17,740",Withheld
1314,142 Minna St,San Francisco,Office,"12,090 SF","4,888",Withheld
1315,Foothill Research Cente… 4015 Miranda Ave,Palo Alto,Office,"31,732 SF","15,866 - 31,732",Withheld
1316,123 Mission St,San Francisco,Office,"362,061 SF","872 - 364,483",Withheld
1317,350 Mission St,San Francisco,Office,"492,980 SF","16,666 - 67,984",Withheld
1318,Terminal Plaza 440-456 Mission St,San Francisco,Office,"75,800 SF","2,560 - 56,199",Withheld
1319,535 Mission St,San Francisco,Office,"303,322 SF","500 - 36,781",Withheld
1320,Atlas Bldg 604 Mission St,San Francisco,Office,"27,708 SF","2,730 - 5,460",Withheld
1321,Mint Mall 951-957 Mission St,San Francisco,Office,"105,000 SF","200 - 9,865",Withheld
1322,1277-1281 Mission St,San Francisco,Office,"5,634 SF","2,537 - 5,634",Withheld
1323,1340 Mission St,San Francisco,Office,"3,750 SF","3,750",Withheld
1324,1370-1372 Mission St,San Francisco,Office,"9,200 SF","2,020 - 8,466",Withheld
1325,2447-2449 Mission St,San Francisco,Retail,"5,781 SF",940,Withheld
1326,Bay View Tower 2601 Mission St,San Francisco,Office,"62,000 SF","2,655",Withheld
1327,4799 Mission St,San Francisco,Apartments,12 Units,"1,500",Withheld
1328,4802 Mission St 4802 Mission St,San Francisco,Retail,"14,228 SF","412 - 5,836",Withheld
1329,6210-6222 Mission St,Daly City,Retail,"20,895 SF","1,992",Withheld
1330,Alexandria Center for Scie… 455 Mission Bay Blvd S,San Francisco,Office,"227,308 SF","5,086 - 147,571",Withheld
1331,180 Montgomery St,San Francisco,Office,"325,006 SF","2,078 - 127,658",Withheld
1332,300 Montgomery St,San Francisco,Office,"194,023 SF","509 - 66,446",Withheld
1333,315 Montgomery St,San Francisco,Office,"236,685 SF 13,365","- 116,993",Withheld
1334,400-404 Montgomery St,San Francisco,Office,"86,230 SF","1,163 - 30,776",Withheld
1335,417 Montgomery St,San Francisco,Office,"96,090 SF","5,912 - 66,521",Withheld
1336,451 Montgomery St,San Francisco,Office,"14,003 SF","4,588",Withheld
1337,First Bank & Trust 550 Montgomery St,San Francisco,Office,"94,897 SF","2,197 - 23,595",Withheld
1338,744 Montgomery St,San Francisco,Office,"16,598 SF","3,591",Withheld
1339,1725 Montgomery St,San Francisco,Office,"43,193 SF","14,785",Withheld
1340,33 New Montgomery 33 New Montgomery St,San Francisco,Office,"244,804 SF","2,387 - 85,982",Withheld
1341,55 New Montgomery 55 New Montgomery St,San Francisco,Office,"100,183 SF","460 - 97,344",Withheld
1342,Pac Bell Building 140 New Montgomery St,San Francisco,Office,"342,574 SF","6,372 - 31,630",Withheld
1343,149 New Montgomery St,San Francisco,Office,"84,318 SF","3,003 - 20,987",Withheld
